resource_code,name,resource_type,category,unit,base_price,min_price,max_price,currency,usage_count,source,region,specifications,is_active
MEVO-RI-KANE-MERI_KAKAPUME,"Metal floor-mounted drinking fountain with pedal start and water spout, bottle siphon with outlet without bowl, bowl diameter 210 mm, height 840 mm",material,Steel & Metal,pcs,203.37,203.37,203.37,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 203.37, ""price_variants_count"": 1, ""avg_cost_per_use"": 2033.75, ""avg_quantity_per_use"": 10.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Water supply and sewerage - internal installations"", ""parent_department"": ""WATER SUPPLY AND SEWAGE SYSTEMS - INTERNAL DEVICES"", ""parent_section"": ""Installation of floor-mounted drinking fountains with pedal activation""}",True
MEVO-RI-KARI-KASA,Enameled steel sinks,abstract_material,Steel & Metal,set,57.81,57.81,57.81,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 57.81, ""price_variants_count"": 1, ""avg_cost_per_use"": 578.09, ""avg_quantity_per_use"": 10.0, ""used_in_rate_codes"": 1, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Water supply and sewerage - internal installations"", ""parent_department"": ""WATER SUPPLY AND SEWAGE SYSTEMS - INTERNAL DEVICES"", ""parent_section"": ""Installation of sinks and washbasins"", ""abstract_common_name"": ""Enameled steel sink, single"", ""abstract_variant_count"": 11, ""abstract_price_min"": 25.97, ""abstract_price_max"": 115.0, ""abstract_price_mean"": 55.99, ""abstract_tech_group"": ""TONE-KAME-KAPURI"", ""abstract_variable_parts"": ""Built-in bowl with fasteners, dimensions 450x505x160 mm • Built-in bowl with fasteners, plastic bottle trap and outlet, mixer with central supply, deck-mounted with one handle, swivel spout with aerator, dimensions 450x505x160 mm • built-in bowl with fasteners, plastic bottle trap, brass outlet, mix""}",True
MEVO-RI-KANE-MEME,Hospital drains,abstract_material,General,set,506.24,506.24,506.24,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 506.24, ""price_variants_count"": 1, ""avg_cost_per_use"": 5062.42, ""avg_quantity_per_use"": 10.0, ""used_in_rate_codes"": 1, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Water supply and sewerage - internal installations"", ""parent_department"": ""WATER SUPPLY AND SEWAGE SYSTEMS - INTERNAL DEVICES"", ""parent_section"": ""Installation of toilets, floor-mounted bowls, hospital drains"", ""abstract_variant_count"": 2, ""abstract_price_min"": 7.82, ""abstract_price_max"": 1004.67, ""abstract_price_mean"": 506.24, ""abstract_tech_group"": ""TONE-KAME-KALIPU"", ""abstract_variable_parts"": ""Hospital drain (viduar) ceramic with metal grate, foot pedal, mixer and tank for disinfectant solution, dimensions 460x370x395 mm, flush tank dimensions 190x390x370 mm • Polyethylene flush pipe with rubber cuffs, diameter 110 mm, length 250 mm""}",True
KAME-LI-MESA-MERI_KAKAPUKA,"Galvanized steel threaded pins, thread diameter M12, length 300 mm",material,Steel & Metal,t,3212.03,3212.03,3212.03,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 3212.03, ""price_variants_count"": 1, ""avg_cost_per_use"": 9.64, ""avg_quantity_per_use"": 0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Devices, automation and computing equipment"", ""parent_department"": ""STRUCTURES FOR INSTALLING INSTRUMENTS AND AUTOMATION EQUIPMENT"", ""parent_section"": ""Structures for installing actuators""}",True
KAME-SA-KAME-KARI_KAKANERI,"Cold plastic for road marking, white",material,General,kg,4.97,4.97,4.97,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 4.97, ""price_variants_count"": 1, ""avg_cost_per_use"": 9.94, ""avg_quantity_per_use"": 2.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Communication equipment"", ""parent_department"": ""SPECIALIZED HYDROMETEOROLOGICAL SUPPORT SYSTEMS FOR ROAD MANAGEMENT"", ""parent_section"": ""Automatic road weather stations""}",True
RIRI-RI-KARI-MENE_KAKAKAPU,Stand for wired broadcasting network lines RS-II-ME.NE,material,Electrical,pcs,407.2,407.2,407.2,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 407.2, ""price_variants_count"": 1, ""avg_cost_per_use"": 407.2, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Communication, radio broadcasting, and television facilities"", ""parent_department"": ""WIRED COMMUNICATIONS FACILITIES"", ""parent_section"": ""SUPPORT PILLARS FOR STANDING LINES""}",True
RITO-VO-KASA-MERI_KAMERITO,"60° oblique tee made of malleable cast iron, nominal diameter 100x100 mm",material,Steel & Metal,pcs,33.8,33.8,33.8,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 33.8, ""price_variants_count"": 1, ""avg_cost_per_use"": 33.8, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Connection to existing internal sewer pipe networks""}",True
RITO-VO-KASA-KAME_KAKAMERI,"Cast iron plug, nominal diameter 100 mm",material,Steel & Metal,pcs,22.95,22.95,22.95,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 22.95, ""price_variants_count"": 1, ""avg_cost_per_use"": 22.95, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Connection to existing internal sewer pipe networks""}",True
KAME-TO-KASA-TOVO_KARIVOME,Cobalt naphthenate,material,General,kg,14.34,14.34,14.34,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 14.34, ""price_variants_count"": 1, ""avg_cost_per_use"": 27.24, ""avg_quantity_per_use"": 1.9, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of 5 mm thick seamless coatings""}",True
KAME-TO-KASA-TOVO_KAKAVOME,"Isopropylbenzene hydroperoxide, technical grade",material,Wood & Timber,t,2014.91,2014.91,2014.91,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 2014.91, ""price_variants_count"": 1, ""avg_cost_per_use"": 1.41, ""avg_quantity_per_use"": 0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of 5 mm thick seamless coatings""}",True
KAME-TO-KASA-RILI_KAKAKAME,"Oligoetheracrylate MGF-9, grade I",material,General,t,27208.13,27208.13,27208.13,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 27208.13, ""price_variants_count"": 1, ""avg_cost_per_use"": 3020.1, ""avg_quantity_per_use"": 0.11, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of 5 mm thick seamless coatings""}",True
KARI-RI-KASA-KATO_KAKAMEME,"Fractional andesite crushed stone No. 1, fraction 10-15 mm",material,Aggregates & Earth,m3,497.47,497.47,497.47,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 497.47, ""price_variants_count"": 1, ""avg_cost_per_use"": 691.48, ""avg_quantity_per_use"": 1.39, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of polyvinyl acetate-cement concrete coatings with a thickness of 20 mm""}",True
RITO-VO-KATO-KATO_KAKAMERI,"Lock nuts for pipe lines made of water and gas pipes, nominal diameter 50 mm",material,Pipes & Fittings,10 pcs,10.1,10.1,10.1,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 10.1, ""price_variants_count"": 1, ""avg_cost_per_use"": 257.57, ""avg_quantity_per_use"": 25.5, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Process pipelines"", ""parent_department"": ""PIPE CONDUITS FOR AUTOMATION SYSTEMS"", ""parent_section"": ""PIPE CONDUITS MADE OF CARBON AND LOW-ALLOY STEEL PIPES""}",True
RITO-VO-KATO-KATO_KAKAMEME,"Lock nuts for pipe lines made of water and gas pipes, nominal diameter 25 mm",material,Pipes & Fittings,10 pcs,4.02,4.02,4.02,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 4.02, ""price_variants_count"": 1, ""avg_cost_per_use"": 102.61, ""avg_quantity_per_use"": 25.5, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Process pipelines"", ""parent_department"": ""PIPE CONDUITS FOR AUTOMATION SYSTEMS"", ""parent_section"": ""PIPE CONDUITS MADE OF CARBON AND LOW-ALLOY STEEL PIPES""}",True
KAVO-TO-MEME-KAME_KAKATOME,"Perforated channel bar ShP, steel grades St3ps, St3sp, dimensions 32x16 mm",material,Steel & Metal,m,3.89,3.89,3.89,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 3.89, ""price_variants_count"": 1, ""avg_cost_per_use"": 38.85, ""avg_quantity_per_use"": 10.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Devices, automation and computing equipment"", ""parent_department"": ""AUXILIARY EQUIPMENT AND DEVICES"", ""parent_section"": ""Auxiliary equipment and auxiliary devices""}",True
MEVO-RI-KAME-KAME,Semi-porcelain bidets,abstract_material,General,set,230.84,230.84,230.84,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 230.84, ""price_variants_count"": 1, ""avg_cost_per_use"": 2308.38, ""avg_quantity_per_use"": 10.0, ""used_in_rate_codes"": 1, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Water supply and sewerage - internal installations"", ""parent_department"": ""WATER SUPPLY AND SEWAGE SYSTEMS - INTERNAL DEVICES"", ""parent_section"": ""Installation of bathtubs, washbasins, bidets, shower trays, shower enclosures, drains, shower curtai"", ""abstract_common_name"": ""Semi-porcelain bidets with"", ""abstract_variant_count"": 2, ""abstract_price_min"": 230.82, ""abstract_price_max"": 230.86, ""abstract_price_mean"": 230.84, ""abstract_tech_group"": ""TONE-KAME-KAKAME"", ""abstract_variable_parts"": ""with mixer, outlet and siphon, dimensions 600x350x398 mm • mixer, single-lever, central, tabletop, outlet and siphon, dimensions 640x360x380 mm""}",True
KAME-LI-MESA-MEPU_KAMELIRI,"Self-tapping steel screws with a semi-circular head and a straight slot, pointed, diameter 6 mm, length 80 mm",material,Steel & Metal,t,3498.49,3498.49,3498.49,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 3498.49, ""price_variants_count"": 1, ""avg_cost_per_use"": 2.1, ""avg_quantity_per_use"": 0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Water supply and sewerage - internal installations"", ""parent_department"": ""WATER SUPPLY AND SEWAGE SYSTEMS - INTERNAL DEVICES"", ""parent_section"": ""Installation of bathtubs, washbasins, bidets, shower trays, shower enclosures, drains, shower curtai""}",True
MEVO-RI-KAME-KARI,Bathtubs,abstract_material,General,set,557.98,557.98,557.98,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 557.98, ""price_variants_count"": 1, ""avg_cost_per_use"": 5579.76, ""avg_quantity_per_use"": 10.0, ""used_in_rate_codes"": 1, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Water supply and sewerage - internal installations"", ""parent_department"": ""WATER SUPPLY AND SEWAGE SYSTEMS - INTERNAL DEVICES"", ""parent_section"": ""Installation of bathtubs, washbasins, bidets, shower trays, shower enclosures, drains, shower curtai"", ""abstract_common_name"": ""Ceramic bathtub with straight bottom, on a metal frame 350 mm high, dimensions 560x380x200 mm"", ""abstract_variant_count"": 1, ""abstract_price_min"": 557.98, ""abstract_price_max"": 557.98, ""abstract_price_mean"": 557.98, ""abstract_tech_group"": ""TONE-KAME-KAMERI""}",True
RITO-VO-KAPU-KARI,Distribution manifolds,abstract_material,General,set,795.49,795.49,795.49,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 795.49, ""price_variants_count"": 1, ""avg_cost_per_use"": 7954.93, ""avg_quantity_per_use"": 10.0, ""used_in_rate_codes"": 1, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""OTHER WORKS"", ""parent_section"": ""Installation of distribution manifolds for heating and water supply systems"", ""abstract_common_name"": ""Brass manifold blocks for heating systems with a pressure of ME.KA MPa with internal thread and a nominal diameter of 1\"" on"", ""abstract_variant_count"": 10, ""abstract_price_min"": 449.08, ""abstract_price_max"": 1138.29, ""abstract_price_mean"": 795.96, ""abstract_tech_group"": ""TOSA-MEKA-KAKAME"", ""abstract_variable_parts"": ""10 circuits with external thread, nominal diameter 3/4\"" • 11 circuits with external thread, nominal diameter 3/4\"" • 12 circuits with external thread with a nominal passage diameter of 3/4\"" • 3 circuits with external thread with a nominal passage diameter of 3/4\"" • 4 circuits with external thread wit""}",True
KAME-LI-MESA-MEME_KAKASATO,"Galvanized steel washers, round, hole diameter M30",material,Steel & Metal,kg,6.09,6.09,6.09,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 6.09, ""price_variants_count"": 1, ""avg_cost_per_use"": 0.55, ""avg_quantity_per_use"": 0.09, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Devices, automation and computing equipment"", ""parent_department"": ""AUTOMATION DEVICES AND EQUIPMENT INSTALLED ON EQUIPMENT AND COMMUNICATIONS"", ""parent_section"": ""REGULATORY BODIES""}",True
KAME-LI-MESA-KARI_KAKANEVO,"Galvanized steel bolts with hexagonal head, thread diameter M27 (M30), length 70-240 mm",material,Steel & Metal,t,3880.46,3880.46,3880.46,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 3880.46, ""price_variants_count"": 1, ""avg_cost_per_use"": 38.8, ""avg_quantity_per_use"": 0.01, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Devices, automation and computing equipment"", ""parent_department"": ""AUTOMATION DEVICES AND EQUIPMENT INSTALLED ON EQUIPMENT AND COMMUNICATIONS"", ""parent_section"": ""REGULATORY BODIES""}",True
RIPU-ME-KARI-KAME_KAKARIKA,"Galvanized metal double-jaw clamp with two quick-release locks and rubber profile for fastening pipelines, M8 fastening nut, diameter from 68 to 73 mm",material,Steel & Metal,pcs,4.47,4.47,4.47,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 4.47, ""price_variants_count"": 1, ""avg_cost_per_use"": 143.19, ""avg_quantity_per_use"": 32.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Process pipelines"", ""parent_department"": ""PIPES AND FITTINGS FOR AUTOMATIC FIRE EXTINGUISHING SYSTEMS"", ""parent_section"": ""Installation of pipelines made of fire-resistant polypropylene pipes and fittings reinforced with fi""}",True
RIPU-ME-KARI-KAME_KAKAMENE,"Galvanized metal clamp with two quick-release locks and rubber profile for securing pipes, M8 fastening nut, diameter from 40 to 45 mm",material,Steel & Metal,pcs,2.3,2.3,2.3,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 2.3, ""price_variants_count"": 1, ""avg_cost_per_use"": 144.79, ""avg_quantity_per_use"": 63.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Process pipelines"", ""parent_department"": ""PIPES AND FITTINGS FOR AUTOMATIC FIRE EXTINGUISHING SYSTEMS"", ""parent_section"": ""Installation of pipelines made of fire-resistant polypropylene pipes and fittings reinforced with fi""}",True
RIPU-ME-KARI-KAME_KAKAMEPU,"Galvanized metal clamp with two quick-release locks and rubber profile for securing pipes, M8 fastening nut, diameter from 25 to 30 mm",material,Steel & Metal,pcs,2.22,2.22,2.22,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 2.22, ""price_variants_count"": 1, ""avg_cost_per_use"": 139.64, ""avg_quantity_per_use"": 63.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Process pipelines"", ""parent_department"": ""PIPES AND FITTINGS FOR AUTOMATIC FIRE EXTINGUISHING SYSTEMS"", ""parent_section"": ""Installation of pipelines made of fire-resistant polypropylene pipes and fittings reinforced with fi""}",True
MEPU-RI-KASA-KASA_KAKAKAVO,"Two-component cement-based waterproofing compound with polymer emulsion for protecting the surface of concrete and brick structures, F600, W20, consumption ME.RI-ME.LI kg/m2 with a layer thickness of 1 mm",material,Concrete & Cement,kg,6.31,6.31,6.31,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 6.31, ""price_variants_count"": 1, ""avg_cost_per_use"": 866.77, ""avg_quantity_per_use"": 137.39, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Sealing utility entries through walls using two-component polyurethane foam and resin injection comp""}",True
KAME-LI-KANE-KARI_KAKAMEKA,"Hydrophilic rubber swelling profile for sealing and waterproofing joints and seams in concrete structures, dimensions 20x4 mm",material,Concrete & Cement,m,7.85,7.85,7.85,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 7.85, ""price_variants_count"": 1, ""avg_cost_per_use"": 684.65, ""avg_quantity_per_use"": 87.18, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Sealing utility entries through walls using two-component polyurethane foam and resin injection comp""}",True
RIRI-RI-KARI-MELI_KAKAKAPU,"Telephone rack with crossbars, fittings, and mounting bolts, six-pair",material,Pipes & Fittings,pcs,49.83,49.83,49.83,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 49.83, ""price_variants_count"": 1, ""avg_cost_per_use"": 49.83, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Communication, radio broadcasting, and television facilities"", ""parent_department"": ""WIRED COMMUNICATIONS FACILITIES"", ""parent_section"": ""SUPPORT PILLARS FOR STANDING LINES""}",True
RIRI-RI-KARI-MELI_KAKAKAME,"Telephone rack with crossbars, fittings, and mounting bolts, two-pair",material,Pipes & Fittings,pcs,32.51,32.51,32.51,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 32.51, ""price_variants_count"": 1, ""avg_cost_per_use"": 32.51, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Communication, radio broadcasting, and television facilities"", ""parent_department"": ""WIRED COMMUNICATIONS FACILITIES"", ""parent_section"": ""SUPPORT PILLARS FOR STANDING LINES""}",True
RIRI-RI-KARI-MELI_KAKAKATO,"Telephone stand with crossbars, forgings, and bolts for fastening, single-pair",material,Steel & Metal,pcs,26.0,26.0,26.0,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 26.0, ""price_variants_count"": 1, ""avg_cost_per_use"": 26.0, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Communication, radio broadcasting, and television facilities"", ""parent_department"": ""WIRED COMMUNICATIONS FACILITIES"", ""parent_section"": ""SUPPORT PILLARS FOR STANDING LINES""}",True
DXME-KANE-KADX_KADXME,Electricity: consumption ME.PULI kWh/machine-hour,electricity,Electricity,Machine hours,0.2,0.2,0.2,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.2, ""price_variants_count"": 1, ""avg_cost_per_use"": 8.73, ""avg_quantity_per_use"": 44.66, ""used_in_rate_codes"": 1, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""PERFORMANCE OF OTHER WORKS IN CAPACITY STRUCTURES"", ""parent_section"": ""Erection of cooling tower shells up to 90 m high in sliding formwork"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""machinist_grade"": ""5.5"", ""electricity_kwh_per_hour"": 1.47, ""electricity_cost_per_unit"": 0.2}",True
DXME-KANE-KADX_KADXME,Sliding formwork for the construction of reinforced concrete cooling tower shells,equipment,General,Machine hours,880.68,880.68,880.68,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 880.68, ""price_variants_count"": 1, ""avg_cost_per_use"": 39330.96, ""avg_quantity_per_use"": 44.66, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""PERFORMANCE OF OTHER WORKS IN CAPACITY STRUCTURES"", ""parent_section"": ""Erection of cooling tower shells up to 90 m high in sliding formwork"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""machinist_grade"": ""5.5"", ""electricity_kwh_per_hour"": 1.47, ""electricity_cost_per_unit"": 0.2}",True
RIPU-TO-KARI-KARI_KAKAKAPU,"Polypropylene pipes for drainage systems, diameter 110 mm",material,Wood & Timber,m,10.69,10.69,10.69,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 10.69, ""price_variants_count"": 1, ""avg_cost_per_use"": 6791.3, ""avg_quantity_per_use"": 635.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""PERFORMANCE OF OTHER WORKS IN CAPACITY STRUCTURES"", ""parent_section"": ""Concreting of the lower support ring of the reinforced concrete shell of a cooling tower up to 150 m""}",True
KARI-RI-KARI-KAME_KAKAKAME,Crushed anthracite for filter loading,material,Aggregates & Earth,t,531.7,531.7,531.7,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 531.7, ""price_variants_count"": 1, ""avg_cost_per_use"": 101022.49, ""avg_quantity_per_use"": 190.0, ""used_in_rate_codes"": 1, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""PERFORMANCE OF OTHER WORKS IN CAPACITY STRUCTURES"", ""parent_section"": ""Loading filters in storage facilities""}",True
DXME-RIME-RIRI_MEDXME,Electricity: consumption MERI.MEME kW·h/machine-hour,electricity,Electricity,Machine hours,1.62,1.62,1.62,EUR,1,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 1.62, ""price_variants_count"": 1, ""avg_cost_per_use"": 11.58, ""avg_quantity_per_use"": 7.17, ""used_in_rate_codes"": 1, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""PERFORMANCE OF OTHER WORKS IN CAPACITY STRUCTURES"", ""parent_section"": ""Winding reinforcing steel on the walls of storage facilities"", ""machine_class"": ""Mechanized tools, devices, machines, other units"", ""electricity_kwh_per_hour"": 12.11, ""electricity_cost_per_unit"": 1.62}",True
